question,answer,country_name
Research and Development,1,Tonga
Research and Development,1,Tunisia
Research and Development,1,Turkmenistan
Research and Development,1,Tuvalu
Research and Development,1,United Kingdom
Research and Development,1,United States
Research and Development,0,Uruguay
Research and Development,1,Vietnam
Research and Development,1,Yemen
Research and Development,1,Zambia
